2015-11-09 19:17:32 INFO  TracingHandler:176 - @ResponseTime 4188
2015-11-09 19:17:56 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:17:56 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:17:56 INFO  TracingHandler:176 - @ResponseTime 2
2015-11-09 19:17:56 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:17:57 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:17:57 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:17:57 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:17:58 INFO  TracingHandler:176 - @ResponseTime 350
2015-11-09 19:18:02 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:18:02 INFO  TracingHandler:176 - @ResponseTime 1
2015-11-09 19:18:02 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:18:02 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:18:02 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:18:02 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:18:02 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:18:03 INFO  TracingHandler:176 - @ResponseTime 42
2015-11-09 19:18:07 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:18:07 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:18:07 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:18:07 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:18:07 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:18:07 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:18:08 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:18:09 INFO  TracingHandler:176 - @ResponseTime 26
2015-11-09 19:18:12 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:18:12 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:18:12 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:18:12 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:18:12 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:18:12 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:18:12 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:18:13 INFO  TracingHandler:176 - @ResponseTime 35
2015-11-09 19:18:17 INFO  TracingHandler:176 - @ResponseTime 0
2015-11-09 19:18:17 INFO  TracingHandler:176 - @ResponseTime 0
